,City,Country,Country ISO3,Latitude,Longitude,Population,Input Data Source,Year of Data Collection,Waste Generation Rate (tons/year),Waste Generation Rate per Capita (kg/person/day),Waste Components: Food (%),Waste Components: Green (%),Waste Components: Wood (%),Waste Components: Paper and Cardboard (%),Waste Components: Textiles (%),Waste Components: Plastic (%),Waste Components: Metal (%),Waste Components: Glass (%),Waste Components: Rubber/Leather (%),Waste Components: Other (%),Diversons: Compost (%),Diversons: Anaerobic Digestion (%),Diversons: Incineration (%),Diversons: Recycling (%),Emissions Source,Year Emissions,Emissions: Food (tons CH4/year),Emissions: Green (tons CH4/year),Emissions: Wood (tons CH4/year),Emissions: Paper and Cardboard (tons CH4/year),Emissions: Textiles (tons CH4/year),Emissions: Total (tons CH4/year),Emissions per Capita (kg CH4/person/year),Percentile: Emissions per Capita (%),Population Growth Rate: Historic (%),Population Growth Rate: Future (%),Average Annual Precipitation (mm/year),Percent of Waste to Landfills with Gas Capture (%),Percent of Waste to Landfills without Gas Capture (%),Percent of Waste to Dumpsites (%),Diversion Components: Composted Food (% of Total Composted),Diversion Components: Composted Green (% of Total Composted),Diversion Components: Composted Wood (% of Total Composted),Diversion Components: Composted Paper and Cardboard (% of Total Composted),Diversion Components: Anaerobically Digested Food (% of Total Digested),Diversion Components: Anaerobically Digested Green (% of Total Digested),Diversion Components: Anaerobically Digested Wood (% of Total Digested),Diversion Components: Anaerobically Digested Paper and Cardboard (% of Total Digested),Diversion Components: Incinerated Food (% of Total Incinerated),Diversion Components: Incinerated Green (% of Total Incinerated),Diversion Components: Incinerated Wood (% of Total Incinerated),Diversion Components: Incinerated Paper and Cardboard (% of Total Incinerated),Diversion Components: Incinerated Textiles (% of Total Incinerated),Diversion Components: Incinerated Plastic (% of Total Incinerated),Diversion Components: Incinerated Rubber/Leather (% of Total Incinerated),Diversion Components: Recycled Wood (% of Total Recycled),Diversion Components: Recycled Paper and Cardboard (% of Total Recycled),Diversion Components: Recycled Textiles (% of Total Recycled),Diversion Components: Recycled Plastic (% of Total Recycled),Diversion Components: Recycled Rubber/Leather (% of Total Recycled),Diversion Components: Recycled Metal (% of Total Recycled),Diversion Components: Recycled Glass (% of Total Recycled),Diversion Components: Recycled Other (% of Total Recycled),Diversion Masses: Composted Food (tons),Diversion Masses: Composted Green (tons),Diversion Masses: Composted Wood (tons),Diversion Masses: Composted Paper and Cardboard (tons),Diversion Masses: Anaerobically Digested Food (tons),Diversion Masses: Anaerobically Digested Green (tons),Diversion Masses: Anaerobically Digested Wood (tons),Diversion Masses: Anaerobically Digested Paper and Cardboard (tons),Diversion Masses: Incinerated Food (tons),Diversion Masses: Incinerated Green (tons),Diversion Masses: Incinerated Wood (tons),Diversion Masses: Incinerated Paper and Cardboard (tons),Diversion Masses: Incinerated Textiles (tons),Diversion Masses: Incinerated Plastic (tons),Diversion Masses: Incinerated Rubber/Leather (tons),Diversion Masses: Recycled Wood (tons),Diversion Masses: Recycled Paper and Cardboard (tons),Diversion Masses: Recycled Textiles (tons),Diversion Masses: Recycled Plastic (tons),Diversion Masses: Recycled Rubber/Leather (tons),Diversion Masses: Recycled Metal (tons),Diversion Masses: Recycled Glass (tons),Diversion Masses: Recycled Other (tons),Non Compostable Not Targeted Total (%),Precipitation Zone,k: Food,k: Green,k: Wood,k: Paper and Cardboard,k: Textiles,MEF: Compost,Fraction of Waste to Methane Capture Landfills (%),Methane Capture Efficiency (%)
5175,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2019,2285.395867525167,0.0,290.1494994938366,394.6815967936339,0.0,2970.2269638126377,2.622987950024539,34.584450402144775,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5176,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2020,2332.17188768538,0.0,297.344385838176,403.5294005878499,0.0,3033.0456741114062,2.678462741061466,34.316353887399465,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5177,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2021,2380.037768512016,0.0,304.667993698654,412.5382163786838,0.0,3097.243978589354,2.735155842669268,34.316353887399465,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5178,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2022,2428.996746297464,0.0,312.12336884266773,421.7121979739043,0.0,3162.832313114036,2.7930764706941344,34.04825737265416,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5179,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2023,2479.0553222229505,0.0,319.71361371352634,431.05555693111984,0.0,3229.8244928675967,2.852236825232803,33.51206434316354,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5180,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2024,2530.222803457975,0.0,327.4418887262245,440.5725647679897,0.0,3298.237256952189,2.912651688476592,32.43967828418231,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5181,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2025,2582.510921494406,0.0,335.3114135880366,450.2675551826468,0.0,3368.0898902650893,2.9743380907917985,32.171581769437,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5182,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2026,2635.9335150264583,0.0,343.3254686444864,460.14492628580535,0.0,3439.403909956749,3.0373150338328547,31.63538873994638,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5183,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2027,2690.5062667787383,0.0,351.4873962512528,470.2091428460156,0.0,3512.2028058760066,3.1016032613311983,30.83109919571045,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5184,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2028,2746.246485430987,0.0,359.80060217259273,480.4647385495138,0.0,3586.511826153094,3.1672250697450366,31.099195710455763,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5185,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2029,2803.1729252470186,0.0,368.2685570068632,490.9163182761043,0.0,3662.357800529986,3.2342041522435307,31.36729222520107,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5186,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2030,2861.30563723385,0.0,376.8947976397407,501.5685603925006,0.0,3739.768995266091,3.3025654705749656,30.83109919571045,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5187,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2031,2920.6658466748345,0.0,385.6829287257512,512.4262190645438,0.0,3818.7749944651296,3.3723351502672942,30.29490616621984,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5188,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2032,2981.275852730763,0.0,394.6366241987293,523.4941265897066,0.0,3899.406603519199,3.443540395360226,30.02680965147453,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5189,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2033,3043.1589465130564,0.0,403.759628811843,534.7771957512875,0.0,3981.6957710761862,3.5162094194951594,30.29490616621984,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5190,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2034,3106.3393446263062,0.0,413.0557597078296,546.2804221956935,0.0,4065.675526529829,3.590371390713062,29.75871313672922,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5191,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2035,3170.8421356729245,0.0,422.52890802010296,558.008886834203,0.0,4151.379930527231,3.6660563877479895,29.49061662198391,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5192,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2036,3236.6932376265063,0.0,432.183040505405,569.9677582705976,0.0,4238.844036402509,3.743295365969384,29.2225201072386,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5193,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2037,3303.9193643262624,0.0,442.0222012086891,582.1622952560568,0.0,4328.103860791009,3.822120131431688,29.49061662198391,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5194,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2038,3372.547999633604,0.0,452.0505131609325,594.5978491726904,0.0,4419.196361967227,3.902563321744698,29.2225201072386,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5195,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2039,3442.60737803324,0.0,462.2721801105944,607.2798665471103,0.0,4512.159424690944,3.984658392691293,29.2225201072386,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5196,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2040,3514.126470662634,0.0,472.69148828944645,620.213891595411,0.0,4607.031850547492,4.068439609696977,28.9544235924933,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5197,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2041,3587.1349759220043,0.0,483.3128082135202,633.4055688009655,0.0,4703.8533529364895,4.153942043404475,28.686327077747997,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5198,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2042,3661.663313957684,0.0,494.1405965199271,646.8606455264132,0.0,4802.664556004025,4.241201568730743,28.15013404825737,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5199,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2043,3737.742624429108,0.0,505.179397840327,660.5849746612456,0.0,4903.5069969306805,4.330254866887511,28.418230563002684,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5200,Amritsar,India,IND,31.6343083,74.8736788,1132383.0,World Bank,2016,227395.0,0.5501672137430533,53.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2044,3815.4047670679015,0.0,516.4338467118318,674.584517306385,0.0,5006.423131086119,4.421139429933263,28.686327077747997,2.020732738316444,2.078036515310333,657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81249999999999,0.0,7.812499999999998,7.812499999999998,0.0,1.5624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
