,Site Name,Site Type,Latitude,Longitude,Country,Country ISO3,Waste in Place (tons),Waste Accepted (tons/year),Emissions: Modeled (tons CH4/year),Emissions Uncertainty: Modeled (tons CH4/year),Normalized Emissions: Modeled (kg CH4/year/ton waste accepted),Normalized Emissions Uncertainty: Modeled (kg CH4/year/ton waste accepted),Emissions Source: Modeled,Emissions: Satellite (tons CH4/year),Emissions Uncertainty: Satellite (tons CH4/year),Normalized Emissions: Satellite (kg CH4/year/ton waste accepted),Normalized Emissions Uncertainty: Satellite (kg CH4/year/ton waste accepted),Emissions Source: Satellite,Waste in Place Year,Site Open Year,Site Close Year,Site Status,Climate TRACE ID,GHGRP ID,Most Recent Plume Filename
1073,"Thane, Dombivali, Mumbai Metropolitan Region, Thane, Maharashtra, 400612, India",Dumpsites,19.175385775735684,73.03852794660779,India,IND,2861643.967,148291.6316,2357.177513,,15.895553158105518,,Climate TRACE,,,,,,,,,,1835961777,,emi20230301t050314p03020-C_l3a-ch4-mfa-v0_plume.jpg
1077,"Atladara Sewage Treatment Plant, Akshar Chawk, Vadodara, Vadodara Taluka, Vadodara District, Gujarat, 390001, India",Dumpsites,22.2791687868323,73.16836760547713,India,IND,2859207.121,148165.3532,2355.170248,,15.895553158239965,,Climate TRACE,,,,,,,,,,1835961779,,
1088,"Rohtak, Haryana, 124001, India",Dumpsites,28.877924393284328,76.55313973608402,India,IND,3207243.048,166200.7259,2641.852473,,15.895553155342748,,Climate TRACE,,,,,,,,,,1835961645,,
1094,"Bodinayakkanur, Bodinayakanur, Theni District, Tamil Nadu, 626513, India",Dumpsites,10.0715360830741,77.35001507986298,India,IND,3195764.835,165605.9199,2632.397703,,15.89555315769844,,Climate TRACE,,,,,,,,,,1835961648,,
1110,"Nagpur Urban Taluka, Nagpur District, Maharashtra, 440035, India",Dumpsites,21.141554090028684,79.15243988501742,India,IND,3172204.512,164385.0137,2612.990724,,15.895553160147951,,Climate TRACE,,,,,,,,,,1835961656,,
1115,"Kakinada, Kakinada (Urban), Kakinada, Andhra Pradesh, 533001, India",Dumpsites,16.942900145209478,82.25030103033632,India,IND,2820895.202,146180.0129,2323.612166,,15.895553160126994,,Climate TRACE,,,,,,,,,,1835961798,,
1118,"Udanuru, Kalaburagi Taluku, Kalaburagi District, Karnataka, 585102, India",Dumpsites,17.283198597840745,76.78489603931169,India,IND,3164665.072,163994.3167,2606.780378,,15.895553153641696,,Climate TRACE,,,,,,,,,,1835961660,,
1122,"Vasant Vihar Tehsil, New Delhi, Delhi, 110037, India",Dumpsites,28.533009982976687,77.1271513830284,India,IND,2813495.667,145796.5658,2317.517062,,15.895553158495588,,Climate TRACE,,,,,,,,,,1835961802,,
1142,"Kasarwadi, Pimpri-Chinchwad, Haveli, Pune District, Maharashtra, 300054, India",Dumpsites,18.61421201921463,73.8205264257611,India,IND,2789226.378,144538.9207,2297.526098,,15.89555316224248,,Climate TRACE,,,,,,,,,,1835961812,,
1143,"Kolhapur-Miraj Road, Haji Chand Colony, Miraj, Arag, Miraj, Sangli, Maharashtra, 416400, India",Dumpsites,16.80527845348995,74.68442949544502,India,IND,2500709.277,129587.8394,2059.870389,,15.89555315172575,,Climate TRACE,,,,,,,,,,1835961952,,
1151,"Airport Road, Bhavnagar, Bhavnagar Taluka, Bhavnagar District, Gujarat, 364001, India",Dumpsites,21.75836118381432,72.17780515990337,India,IND,2495047.177,129294.4269,2055.206436,,15.895553159375966,,Climate TRACE,,,,,,,,,,1835961956,,
1156,Dhapa,Dumpsites,22.53893819,88.42331171,India,IND,2781445.557,144135.7152,2291.116923,,15.895553158499888,,Climate TRACE,,,,,,,,,,1835961819,,
1157,"Ring Road -2, Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India",Dumpsites,22.264507699758827,70.74843733216444,India,IND,2492496.197,129162.234,2053.105157,,15.895553161460494,,Climate TRACE,,,,,,,,,,1835961959,,
1160,"Palghar, Maharashtra, 401400, India",Dumpsites,19.720755645393123,72.74829507404539,India,IND,2780401.57,144081.6153,2290.256976,,15.895553164304372,,Climate TRACE,,,,,,,,,,1835961821,,
1173,"Bharathiar Nagar, Namakkal, Namakkal District, Tamil Nadu, 637001, India",Dumpsites,11.215497698277815,78.18265708796321,India,IND,2469698.345,127980.8395,2034.326237,,15.895553154267285,,Climate TRACE,,,,,,,,,,1835961967,,
1177,"Shill Phata, Thane, Mumbai Metropolitan Region, Thane, Maharashtra, 400612, India, Site 1",Dumpsites,19.151928713442164,73.04094749906487,India,IND,2466885.226,127835.0624,2032.00903,,15.895553159287228,,Climate TRACE,,,,,,,,,,1835961969,,
1182,"Vadodara Bypass, Vadodara, Vadodara Taluka, Vadodara District, Gujarat, 390001, India",Dumpsites,22.23354307301509,73.20710538776974,India,IND,2753258.613,142675.0555,2267.898929,,15.89555315785386,,Climate TRACE,,,,,,,,,,1835961832,,
1185,"Swargdwar, Puri, Puri (M), Puri, Odisha, 752001, India",Dumpsites,19.79702275767565,85.81059265454968,India,IND,2451039.153,127013.912,2018.956391,,15.895553165861074,,Climate TRACE,,,,,,,,,,1835961973,,
1186,"Nehru Nagar, Karaikal, Karaikal Taluk, Karaikal District, Puducherry, 609605, India",Dumpsites,10.931759011233558,79.84662361358295,India,IND,2749275.589,142468.6535,2264.618055,,15.895553157593366,,Climate TRACE,,,,,,,,,,1835961834,,
1190,"Geb Colony Road, Gandhinagar, Gandhinagar Taluka, Gandhinagar District, Gujarat, 382041, India",Dumpsites,23.248215957081687,72.68042436685377,India,IND,2745806.226,142288.8696,2261.760291,,15.89555316138375,,Climate TRACE,,,,,,,,,,1835961836,,
1198,"Muncipality Recyling Palakkad, Palakkad - Pollachi Road, Chandranagar, Palakkad, Palakkad District, Kerala, 678007, India",Dumpsites,10.7662681325543,76.68818967645369,India,IND,2735079.393,141733.0004,2252.924443,,15.895553164342664,,Climate TRACE,,,,,,,,,,1835961840,,
1204,"Parbhani, Maharashtra, 431400, India, Site 1",Dumpsites,19.279904662655373,76.79125812625175,India,IND,2725621.36,141242.8811,2245.133724,,15.895553152944,,Climate TRACE,,,,,,,,,,1835961843,,
1224,"Gp Block, Bhangar - Ii, South 24 Parganas, West Bengal, 700 156, India",Dumpsites,22.564361289388557,88.4481415894239,India,IND,2708244.1,140342.3839,2230.819824,,15.895553160829555,,Climate TRACE,,,,,,,,,,1835961853,,
1260,"Parbhani, Maharashtra, 431400, India, Site 2",Dumpsites,19.25020681660213,76.7572029479472,India,IND,2666397.605,138173.8804,2196.350261,,15.89555315839563,,Climate TRACE,,,,,,,,,,1835961871,,
1265,"Guntur, Andhra Pradesh, 522005, India",Dumpsites,16.284256516066375,80.34737339081084,India,IND,2380383.491,123352.505,1960.7563,,15.89555315475758,,Climate TRACE,,,,,,,,,,1835962013,,
1274,"Mira-Bhayander, Mumbai Metropolitan Region, Thane, Maharashtra, 401106, India",Dumpsites,19.28694881974131,72.7939198104817,India,IND,2658318.66,137755.226,2189.695518,,15.895553160357052,,Climate TRACE,,,,,,,,,,1835961878,,
1307,"Maramalai Nagar Industrial Area, Maraimalai Nagar Industrial Area, Maraimalai Nagar, Chengalpattu, Chengalpattu District, Tamil Nadu, 603209, India",Dumpsites,12.773810574192291,80.03174751911027,India,IND,2313082.698,119864.9487,1905.319664,,15.89555315931988,,Climate TRACE,,,,,,,,,,1835962034,,
1312,"Other District Road 106, Dhule, Maharashtra, 424001, India",Dumpsites,20.91684235228258,74.80265272823375,India,IND,2599729.781,134719.1248,2141.43501,,15.89555316054132,,Climate TRACE,,,,,,,,,,1835961897,,
1315,"Nallampalli, Dharmapuri District, Tamil Nadu, 636705, India",Dumpsites,12.10964100155359,78.11499960605707,India,IND,2308020.463,119602.6214,1901.149827,,15.895553163853982,,Climate TRACE,,,,,,,,,,1835962038,,
1320,"Thoseghar Road, Satara, Maharashtra, 415002, India",Dumpsites,17.664023431996785,73.9916960493263,India,IND,2586164.081,134016.1444,2130.260748,,15.895553162921766,,Climate TRACE,,,,,,,,,,1835961901,,
1321,"Jp Nagar, Mysuru, Mysuru Taluk, Mysuru District, Karnataka, 570001, India",Dumpsites,12.268647339937232,76.65528999493667,India,IND,2306021.348,119499.0265,1899.503127,,15.89555314912963,,Climate TRACE,,,,,,,,,,1835962041,,
1327,"Rampur, Rampur District, Uttar Pradesh, 244901, India",Dumpsites,28.81545817263345,79.01362707799765,India,IND,2303764.236,119382.0619,1897.643912,,15.895553166015471,,Climate TRACE,,,,,,,,,,1835962044,,
1331,"Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India, Site 5",Dumpsites,22.28430013197925,70.79097359316951,India,IND,2301027.601,119240.2483,1895.389706,,15.895553162815746,,Climate TRACE,,,,,,,,,,1835962046,,
1332,"Bhavnagar, Bhavnagar Taluka, Bhavnagar District, Gujarat, 364001, India, Site 1",Dumpsites,21.78194839305561,72.1335323425576,India,IND,2571387.875,133250.435,2118.089373,,15.895553158982182,,Climate TRACE,,,,,,,,,,1835961907,,
1333,"Sh34, Rajula, Rajula Taluka, Amreli District, Gujarat, 364560, India",Dumpsites,21.04697664663466,71.43834234377537,India,IND,2300842.025,119230.6317,1895.236845,,15.895553164296452,,Climate TRACE,,,,,,,,,,1835962047,,
1335,"Sh139, Udapudi, Budni Khurd, Ramadurga Taluku, Belgaum District, Karnataka, 591130, India",Dumpsites,15.965016322376128,75.28208485907963,India,IND,2293936.933,118872.8068,1889.54902,,15.895553161953266,,Climate TRACE,,,,,,,,,,1835962048,,
1340,"Tankara Taluka, Morbi District, Gujarat, 363650, India",Dumpsites,22.715322027260378,70.71160353444354,India,IND,2563378.708,132835.3965,2111.492106,,15.89555315551755,,Climate TRACE,,,,,,,,,,1835961911,,
1347,"Ambagada, Brahmapur Sadar, Ganjam, Odisha, 760002, India",Dumpsites,19.3296413442394,84.75028254943236,India,IND,2285859.665,118454.2393,1882.895658,,15.89555316151526,,Climate TRACE,,,,,,,,,,1835962054,,
1373,"Sh13, Chirawa, Chirawa Tehsil, Jhunjhunun, Rajasthan, 333026, India",Dumpsites,28.26029839303258,75.64019436904773,India,IND,2254291.466,116818.3615,1856.892476,,15.895553166100518,,Climate TRACE,,,,,,,,,,1835962067,,emi20230422t073909p05040-A_l3a-ch4-mfa-v0_plume.jpg
1374,Bhalswa,Dumpsites,28.74041964,77.15741158,India,IND,2540132.929,131630.7901,2092.344222,,15.895553163590714,,Climate TRACE,,,,,,,,,,1835961928,,
1375,"Pipavav, Rajula Taluka, Amreli District, Gujarat, 365541, India",Dumpsites,20.919997514865177,71.4652552303219,India,IND,2251494.126,116673.4022,1854.588266,,15.8955531511877,,Climate TRACE,,,,,,,,,,1835962068,,
1377,"Ettayapuram, Thoothukkudi District, Tamil Nadu, India",Dumpsites,9.157526559051338,77.91592175639376,India,IND,2247040.983,116442.6384,1850.920148,,15.895553153319826,,Climate TRACE,,,,,,,,,,1835962069,,
1378,"Mandavagan, Rahuri, Ahmednagar, Maharashtra, 413716, India",Dumpsites,19.427423109731603,74.59588950684555,India,IND,2531732.058,131195.4533,2085.424303,,15.895553165484584,,Climate TRACE,,,,,,,,,,1835961930,,
1379,"Ramabhadrapuram, Gunupurupeta, Denkada, Vizianagaram, Andhra Pradesh, 535006, India",Dumpsites,18.107278677059504,83.47123637472149,India,IND,2246912.201,116435.9648,1850.814069,,15.89555316674801,,Climate TRACE,,,,,,,,,,1835962070,,
1392,"Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India, Site 4",Dumpsites,22.286192249150584,70.83615521689858,India,IND,2517464.493,130456.102,2073.671903,,15.895553149365142,,Climate TRACE,,,,,,,,,,1835961937,,
1398,"Sainagar, Rahta, Ahmednagar, Maharashtra, 423109, India",Dumpsites,19.76859831089797,74.46136448960469,India,IND,2514142.611,130283.9606,2070.935621,,15.895553155297614,,Climate TRACE,,,,,,,,,,1835961940,,
1411,"Midnapore, Paschim Medinipur, West Bengal, 721101, India",Dumpsites,22.422261534710483,87.34100418584,India,IND,1942736.306,100673.438,1600.259986,,15.89555316467885,,Climate TRACE,,,,,,,,,,1835962226,,
1443,"Junwaniya, Ratlam Nagar Tahsil, Ratlam, Madhya Pradesh, 457001, India",Dumpsites,23.35250998480037,74.99707318801971,India,IND,1912562.824,99109.83508,1575.405652,,15.89555315805294,,Climate TRACE,,,,,,,,,,1835962242,,
1448,"Nigdi, Pimpri-Chinchwad, Haveli, Pune District, Maharashtra, 411044, India",Dumpsites,18.674380724477896,73.77216144714973,India,IND,2181779.538,113060.762,1797.163352,,15.895553153975737,,Climate TRACE,,,,,,,,,,1835962105,,
1451,"Azad Ganj, Jhansi, Uttar Pradesh, 284003, India",Dumpsites,25.45965154725207,78.53835587809607,India,IND,1905834.36,98761.16315,1569.863319,,15.89555316005814,,Climate TRACE,,,,,,,,,,1835962246,,
1458,"Gorai, R/C Ward, Zone 4, Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, 400091, India",Dumpsites,19.23437053928207,72.82799163482227,India,IND,2167385.767,112314.8705,1785.306995,,15.895553162748824,,Climate TRACE,,,,,,,,,,1835962110,,
1470,"Panvel, Mumbai Metropolitan Region, Panvel, Raigad, Maharashtra, 410208, India",Dumpsites,19.091792737912865,73.11653368781921,India,IND,2156581.079,111754.9669,1776.407018,,15.895553166684351,,Climate TRACE,,,,,,,,,,1835962116,,
1475,"Tirunelveli, Tirunelveli District, Tamil Nadu, 627001, India",Dumpsites,8.76334543993379,77.67914372842851,India,IND,1887462.691,97809.1353,1554.73031,,15.89555316312054,,Climate TRACE,,,,,,,,,,1835962258,,
1481,"Thanjavur, Thanjavur District, Tamil Nadu, 613001, India",Dumpsites,10.792030317033475,79.12497915169851,India,IND,1885488.563,97706.83515,1553.104192,,15.89555315772604,,Climate TRACE,,,,,,,,,,1835962261,,
1515,"Koliwada, Alibag, Mumbai Metropolitan Region, Alibag, Raigad, Maharashtra, 402200, India",Dumpsites,18.64478676312871,72.88021640445261,India,IND,1855842.019,96170.53837,1528.683905,,15.895553159104146,,Climate TRACE,,,,,,,,,,1835962278,,
1516,"Sivakasi, Virudhunagar District, Tamil Nadu, 626123, India",Dumpsites,9.51752782194699,77.78671246353454,India,IND,2100261.21,108836.4469,1730.015527,,15.895553155916192,,Climate TRACE,,,,,,,,,,1835962139,,
1518,"Akshaya Nagar, Ramamurthy Nagar, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 560036, India",Dumpsites,13.017858499474194,77.68931305453107,India,IND,2096905.331,108662.5438,1727.251241,,15.895553155640371,,Climate TRACE,,,,,,,,,,1835962140,,
1522,"Uran, Mumbai Metropolitan Region, Uran, Raigad, Maharashtra, 400702, India",Dumpsites,18.89129204862876,72.93548127368939,India,IND,2096631.761,108648.3673,1727.025897,,15.895553149283266,,Climate TRACE,,,,,,,,,,1835962142,,
1529,"Jam Kandoma Taluka, Rajkot, Gujarat, 360540, India",Dumpsites,22.030292192395667,70.49332443848269,India,IND,1844446.263,95580.00537,1519.297056,,15.895553155899558,,Climate TRACE,,,,,,,,,,1835962285,,
1530,"Karimnagar Bypass, Karimnagar Mandal, Karimnagar, Telangana, 505527, India",Dumpsites,18.41315685828479,79.14390707017942,India,IND,2091992.823,108407.9755,1723.204737,,15.895553155127413,,Climate TRACE,,,,,,,,,,1835962146,,
1536,"Malerkotla, Malerkotla Tahsil, Sangrur, Punjab, 148023, India",Dumpsites,30.54683250798132,75.86407871181933,India,IND,2087685.497,108184.768,1719.65673,,15.89555315217758,,Climate TRACE,,,,,,,,,,1835962149,,
1539,"Jaggadal, Barrackpur - I, North 24 Parganas, West Bengal, 743125, India",Dumpsites,22.85974772962416,88.38814377758882,India,IND,1837232.256,95206.17236,1513.354774,,15.895553160961043,,Climate TRACE,,,,,,,,,,1835962290,,
1541,"Mahabalipuram, Tirukalukundram, Chengalpattu District, Tamil Nadu, 603104, India",Dumpsites,12.634915796236564,80.19267500013841,India,IND,1836220.647,95153.75038,1512.521497,,15.895553154339057,,Climate TRACE,,,,,,,,,,1835962291,,
1556,"Biju Patnaik University Of Technology, Odisha, Ring Road, Chhend, Rourkela, Sundargarh, Odisha, 769003, India",Dumpsites,22.250751444459173,84.81871038497971,India,IND,2065648.824,107042.818,1701.504804,,15.89555316079216,,Climate TRACE,,,,,,,,,,1835962159,,
1557,"Chirala, Bapatla, Andhra Pradesh, 523155, India",Dumpsites,15.820601424626185,80.35844698109995,India,IND,1828417.669,94749.39666,1506.094071,,15.895553154860586,,Climate TRACE,,,,,,,,,,1835962299,,
1563,"Godhra, Godhra Taluka, Panch Mahal District, Gujarat, 389001, India, Site 1",Dumpsites,22.75059841429218,73.58781440228532,India,IND,1822497.8,94442.62648,1501.21779,,15.895553162299132,,Climate TRACE,,,,,,,,,,1835962302,,
1567,"Pusta Road, Khajuri, Seelampur, Seelam Pur Tehsil, North East Delhi, Delhi, 420420, India",Dumpsites,28.686593609364103,77.25154256290836,India,IND,1818565.534,94238.85474,1497.978725,,15.895553157270896,,Climate TRACE,,,,,,,,,,1835962304,,
1574,"Sh183, Valsad, Valsad Taluka, Valsad, Gujarat, 396030, India",Dumpsites,20.627210708500428,72.94054967774143,India,IND,2051431.031,106306.0458,1689.793403,,15.895553167118177,,Climate TRACE,,,,,,,,,,1835962168,,
1585,"Ward 115 Balaji Nagar, Hyderabad, Kukatpally Mandal, Medchal–Malkajgiri, Telangana, 500081, India",Dumpsites,17.464501975089004,78.3925558824192,India,IND,1803515.305,93458.94537,1485.581634,,15.895553155651877,,Climate TRACE,,,,,,,,,,1835962313,,
1588,"Morbi, Morbi Taluka, Morbi District, Gujarat, 363641, India, Site 1",Dumpsites,22.775871442655166,70.89340115422559,India,IND,2033181.203,105360.3318,1674.760755,,15.895553159220404,,Climate TRACE,,,,,,,,,,1835962175,,
1608,"Ratnagiri, Maharashtra, 415639, India",Dumpsites,16.997081025899533,73.32681779427602,India,IND,2000474.996,103665.482,1647.820179,,15.895553150469125,,Climate TRACE,,,,,,,,,,1835962185,,
1611,"Gopavaram, Proddatur, Ysr, Andhra Pradesh, 516360, India",Dumpsites,14.780315223151284,78.55655041647994,India,IND,1785563.012,92528.64975,1470.794071,,15.895553160819794,,Climate TRACE,,,,,,,,,,1835962326,,
1622,"Akola, Maharashtra, 444001, India",Dumpsites,20.728092562658063,76.99502123235388,India,IND,1990625.968,103155.1011,1639.707393,,15.895553157477346,,Climate TRACE,,,,,,,,,,1835962192,,
1632,"Sh10, Bishanpur, Deopur, Sironj Tahsil, Vidisha, Madhya Pradesh, 464228, India",Dumpsites,24.123864097752207,77.6715525235798,India,IND,1985477.84,102888.3229,1635.466805,,15.895553148334969,,Climate TRACE,,,,,,,,,,1835962197,,
1633,"Sinnar, Nashik, Maharashtra, 422103, India",Dumpsites,19.856117145709607,74.02486294950832,India,IND,1766371.942,91534.16015,1454.986109,,15.895553164148414,,Climate TRACE,,,,,,,,,,1835962337,,
1647,"Malegaon, Baramati, Pune District, Maharashtra, 413115, India",Dumpsites,18.14612624935613,74.49270945556398,India,IND,1742880.637,90316.83058,1435.635982,,15.895553163021548,,Climate TRACE,,,,,,,,,,1835962344,,
1679,"Cimes Corner, Main Road Of Rangangoan, Rangangoan Fhata, Waluj Midc, Ranjangoan, Gangapur, Aurangabad, Maharashtra, 431133, India",Dumpsites,19.8511860265012,75.21703676473474,India,IND,1717919.048,89023.3102,1415.07476,,15.895553162659189,,Climate TRACE,,,,,,,,,,1835962360,,
1688,"Bardoli, Bardoli Taluka, Surat, Gujarat, 394600, India",Dumpsites,21.107298594023398,73.0992766100016,India,IND,1712511.124,88743.06922,1410.620174,,15.895553155852411,,Climate TRACE,,,,,,,,,,1835962365,,
1691,"Jatani, Khordha, Odisha, 752050, India",Dumpsites,20.184986806220312,85.70350661249115,India,IND,1508872.158,78190.40967,1242.879813,,15.895553153456191,,Climate TRACE,,,,,,,,,,1835962506,,
1712,"Toll Plaza, Nh48, Summer Hill, Waksai, Mawal, Pune District, Maharashtra, 410400, India",Dumpsites,18.75770686317974,73.43994849160543,India,IND,1692492.976,87705.72013,1394.130937,,15.895553162707952,,Climate TRACE,,,,,,,,,,1835962377,,
1713,"Bhusawal, Jalgaon, Maharashtra, 425200, India",Dumpsites,21.01251893482023,75.81483011305578,India,IND,1487392.584,77077.32883,1225.186778,,15.895553161971192,,Climate TRACE,,,,,,,,,,1835962517,,
1714,"Nh40, Musalreddigaripalle, Ramapuram, Annamayya, Andhra Pradesh, 516504, India",Dumpsites,14.36256457137238,78.7794195147141,India,IND,1690634.943,87609.43605,1392.600448,,15.895553159424772,,Climate TRACE,,,,,,,,,,1835962378,,
1715,"Gondal, Gondal Taluka, Rajkot, Gujarat, 360300, India",Dumpsites,21.942464019480965,70.79248735830288,India,IND,1487392.584,77077.32883,1225.186778,,15.895553161971192,,Climate TRACE,,,,,,,,,,1835962518,,
1724,"Bolpur Nursing Home, Nh114, Shantiniketan, Bolpur, Bolpur Sriniketan, Birbhum, West Bengal, 731204, India",Dumpsites,23.68078131137936,87.7224748937728,India,IND,1683038.681,87215.79444,1386.343297,,15.89555316100151,,Climate TRACE,,,,,,,,,,1835962383,,
1729,"Vijapur Taluka, Mahesana District, Gujarat, 383220, India",Dumpsites,23.624602883771782,72.81622358785222,India,IND,1482988.348,76849.0994,1221.558945,,15.89555316246165,,Climate TRACE,,,,,,,,,,1835962525,,
1730,"Digha Contai Road, Contai, Contai-I, Purba Medinipur, West Bengal, 721401, India",Dumpsites,21.7650068139344,87.73044548691233,India,IND,1678221.004,86966.14035,1382.374907,,15.895553159385438,,Climate TRACE,,,,,,,,,,1835962386,,
1731,"Sekkadu, Sorancheri, Poonamallee, Thiruvallur District, Tamil Nadu, 600071, India",Dumpsites,13.099740008974909,80.07870698791078,India,IND,1482617.275,76829.87024,1221.253287,,15.895553164219423,,Climate TRACE,,,,,,,,,,1835962526,,
1737,"Bhavnagar, Bhavnagar Taluka, Bhavnagar District, Gujarat, 364001, India, Site 2",Dumpsites,21.73538621962624,72.0405332672147,India,IND,1477898.589,76585.34588,1217.366437,,15.895553163753627,,Climate TRACE,,,,,,,,,,1835962529,,
1740,"Bettadasanpura, Bangalore South, Bangalore Urban, Karnataka, 560100, India",Dumpsites,12.836841181896771,77.62918830660209,India,IND,1670149.6,86547.87667,1375.726374,,15.895553154302476,,Climate TRACE,,,,,,,,,,1835962391,,
1747,"Chikkodi, Chikodi Taluk, Belgaum District, Karnataka, 591200, India",Dumpsites,16.392044276304045,74.56927404271858,India,IND,1467390.855,76040.83054,1208.711064,,15.895553157644404,,Climate TRACE,,,,,,,,,,1835962534,,
1751,"Edidasaripalem, Mamidipalem, Bheemunipatnam, Visakhapatnam, Andhra Pradesh, 531163, India",Dumpsites,17.90937014540815,83.42481733893663,India,IND,1463073.22,75817.08884,1205.154566,,15.89555315877781,,Climate TRACE,,,,,,,,,,1835962536,,
1760,"Bidar Srirangapattana Highway, Halekote, Siruguppa Taluku, Bellary District, Karnataka, 583122, India",Dumpsites,15.6037708061356,76.89197850755582,India,IND,1655776.992,85803.08192,1363.88745,,15.895553160568804,,Climate TRACE,,,,,,,,,,1835962401,,
1767,"Badu, Barasat - Ii, North 24 Parganas, West Bengal, 700124, India",Dumpsites,22.69162163186333,88.50129819306862,India,IND,1454359.073,75365.51795,1197.976597,,15.895553159931548,,Climate TRACE,,,,,,,,,,1835962544,,
1768,"Brahmapuram Substation Road, Kunnathunad, Ernakulam District, Kerala, 682048, India",Dumpsites,9.99135417611429,76.36628885921942,India,IND,1645625.837,85277.04467,1355.525797,,15.895553161410932,,Climate TRACE,,,,,,,,,,1835962405,,
1769,"Singhniwāla, Vikasnagar, Dehradun, Uttarakhand, 248011, India",Dumpsites,30.34338553028428,77.86718229803128,India,IND,1452759.222,75282.61299,1196.658777,,15.895553162573618,,Climate TRACE,,,,,,,,,,1835962545,,
1774,"Temple, 80 Feet Main Road, Hennur, Hbr Layout, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 540045, India",Dumpsites,13.01924059008351,77.62602462141987,India,IND,1643841.633,85184.5864,1354.056121,,15.895553153733456,,Climate TRACE,,,,,,,,,,1835962408,,
1776,"Banarahalli, Handenahalli, Hosakote Taluk, Bangalore Rural, Karnataka, India",Dumpsites,12.954310800465056,77.86876405855709,India,IND,1642963.419,85139.07699,1353.332724,,15.895553156618735,,Climate TRACE,,,,,,,,,,1835962409,,
1779,"Jalalpore, Jalalpore Taluka, Nav Sari District, Gujarat, 396445, India",Dumpsites,20.956269398896143,72.90464686353839,India,IND,1442651.68,74758.83579,1188.333048,,15.89555315358396,,Climate TRACE,,,,,,,,,,1835962550,,
1784,"Junnar, Pune District, Maharashtra, 410502, India",Dumpsites,19.19125371309532,73.88670975660129,India,IND,1624772.823,84196.43243,1338.348867,,15.895553153189578,,Climate TRACE,,,,,,,,,,1835962413,,
1788,"Por, Vadodara Taluka, Vadodara District, Gujarat, 391243, India",Dumpsites,22.14558640910519,73.18414701475385,India,IND,1621248.013,84013.77522,1335.44543,,15.89555315783606,,Climate TRACE,,,,,,,,,,1835962415,,
1804,"Iscon Kaliyabid Road, Bhavnagar, Bhavnagar Taluka, Bhavnagar District, Gujarat, 364001, India",Dumpsites,21.75552875968735,72.1286041032733,India,IND,1613979.187,83637.1015,1329.457993,,15.895553159503022,,Climate TRACE,,,,,,,,,,1835962423,,
1806,"Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India, Site 6",Dumpsites,22.27264223050958,70.8114802632246,India,IND,1611871.573,83527.88403,1327.721921,,15.895553160704196,,Climate TRACE,,,,,,,,,,1835962424,,
1845,"Karur - Vangal Road, Karur, Karur District, Tamil Nadu, 639001, India, Site 1",Dumpsites,10.995890750605447,78.09479834194256,India,IND,1406442.226,72882.44619,1158.506798,,15.895553162140644,,Climate TRACE,,,,,,,,,,1835962583,,
1862,"Kharade Colony, Karad, Satara, Maharashtra, 415100, India",Dumpsites,17.276467345312565,74.19203910827225,India,IND,1562990.926,80994.86773,1287.458226,,15.895553163835014,,Climate TRACE,,,,,,,,,,1835962452,,
1881,"Kalyan, Kalyan-Dombivli, Mumbai Metropolitan Region, Kalyan, Thane, Maharashtra, 421308, India",Dumpsites,19.250865799312734,73.11778509231492,India,IND,1392452.632,72157.49933,1146.983366,,15.895553153172166,,Climate TRACE,,,,,,,,,,1835962601,,emi20230301t050314p03020-E_l3a-ch4-mfa-v0_plume.jpg
1891,"Nagpur Urban Taluka, Nagpur District, Maharashtra, 440008, India",Dumpsites,21.168405362930237,79.15113224246892,India,IND,1389166.388,71987.20477,1144.27644,,15.895553156369626,,Climate TRACE,,,,,,,,,,1835962606,,
1918,"Kesarabhavi, Chinnapura, Hunagunda Taluku, Bagalkote District, Karnataka, 587125, India",Dumpsites,15.986768903895182,76.1247662694852,India,IND,1531453.521,79360.58572,1261.480409,,15.895553158475352,,Climate TRACE,,,,,,,,,,1835962480,,
1919,"Tandemvalasa, Srikakulam, Andhra Pradesh, 532462, India",Dumpsites,18.34434865434392,83.95005620245182,India,IND,1375008.599,71253.54202,1132.614465,,15.895553159758556,,Climate TRACE,,,,,,,,,,1835962620,,
1923,"Jayachandran Nagar, Medavakkam, Sholinganallur, Tamil Nadu, 600100, India",Dumpsites,12.917218327842152,80.19584014083368,India,IND,1371823.39,71088.48309,1129.990762,,15.89555315970662,,Climate TRACE,,,,,,,,,,1835962622,,
1930,"Vanthali Taluka, Junagadh District, Gujarat, 362222, India",Dumpsites,21.4346766632978,70.30318157456671,India,IND,1524818.391,79016.75037,1256.014956,,15.895553159534472,,Climate TRACE,,,,,,,,,,1835962486,,
